Name	Sequence Length
GCA_024159105.1_Bacteria_Bacillota_Paenibacillus_polysaccharolyticus	361
GCA_024170505.1_Archaea_Halobacteriota_Methanocalculus_alkaliphilus	6
GCA_024171785.1_Bacteria_Actinomycetota_Goodfellowiella_coeruleoviolacea	514
GCA_024171925.1_Bacteria_Actinomycetota_Actinokineospora_diospyrosa	513
GCA_024172085.1_Bacteria_Actinomycetota_Hamadaea_flava	502
GCA_024172095.1_Bacteria_Actinomycetota_Kitasatospora_paracochleata	523
GCA_024178385.1_Bacteria_Cyanobacteriota_Symplocastrum_sp._BBK-W-15	489
GCA_024213555.1_Bacteria_Actinomycetota_Allokutzneria_sp._A3M-2-11_16	526
GCA_024372745.1_Archaea_Halobacteriota_Methanocalculus_taiwanensis	6
GCA_024498075.1_Bacteria_Bacillota_Paenibacillus_mendelii	424
GCA_024500045.1_Archaea_Halobacteriota_Methanolobus_chelungpuianus	7
GCA_024662215.1_Archaea_Halobacteriota_Methanoplanus_endosymbiosus	17
GCA_024662375.1_Bacteria_Actinomycetota_Pimelobacter_simplex	458
GCA_024758505.1_Bacteria_Pseudomonadota_Bradyrhizobium_arachidis	385
GCA_025165795.1_Bacteria_Actinomycetota_Streptomyces_sp._N2-109	507
GCA_025231485.1_Archaea_Halobacteriota_Salinirubellus_salinus	17
GCA_025264625.1_Bacteria_Acidobacteriota_Occallatibacter_riparius	583
GCA_025399835.1_Archaea_Halobacteriota_Haloarchaeobius_sp._HME9146	16
GCA_025449255.1_Archaea_Methanobacteriota_A_Methanococcus_aeolicus	3
GCA_025517495.1_Archaea_Halobacteriota_Halobacteria_archaeon_AArc-xg1-1	12
GCA_025822345.1_Bacteria_Actinomycetota_Mycolicibacterium_canariasense	427
GCA_025950235.1_Bacteria_Verrucomicrobiota_Luteolibacter_arcticus	217
GCA_025989125.1_Bacteria_Bacteroidota_Chitinophaga_sp._PC15	734
GCA_026000115.1_Bacteria_Bacteroidota_Aureispira_anguillae	511
GCA_026000775.1_Archaea_Thermoproteota_Vulcanisaeta_souniana_JCM_11219	11
GCA_026108055.1_Bacteria_Aquificota_Venenivibrio_stagnispumantis	461
GCA_026130545.1_Bacteria_Pseudomonadota_Hyphomicrobiales_bacterium_BP6-180914	535
GCA_026167665.1_Bacteria_Actinomycetota_Streptomyces_drozdowiczii	516
GCA_026250525.1_Bacteria_Bacteroidota_Chondrinema_litorale	594
GCA_026339555.1_Bacteria_Actinomycetota_Streptomyces_sp._NBC_01764	547
GCA_026414425.1_Archaea_Thermoproteota_Pyrobaculum_aerophilum	4
GCA_026684035.1_Archaea_Halobacteriota_Methanogenium_organophilum	16
GCA_027706725.1_Bacteria_Actinomycetota_Nocardiopsis_sp._RSe5-2	482
GCA_027853915.1_Bacteria_Actinomycetota_Saccharopolyspora_sp._WRP15-2	472
GCA_027921745.1_Eukaryote_Schizosaccharomyces_osmophilus	423
GCA_027947545.2_Bacteria_Actinomycetota_Streptomyces_sp._SL13	544
GCA_028368975.1_Bacteria_Myxococcota_Stigmatella_sp._ncwal1	557
GCA_028657195.3_Bacteria_Actinomycetota_Streptomyces_iconiensis	544
GCA_028737215.1_Bacteria_Actinomycetota_Actinomycetospora_chibensis	544
GCA_029076485.1_Bacteria_Bacteroidota_Bacteroides_cellulosilyticus	535
GCA_029211245.1_Bacteria_Bacillota_Robertmurraya_sp._DFI.2.37	228
GCA_029310945.1_Bacteria_Spirochaetota_Leptospira_sp._96542	414
GCA_029504655.1_Bacteria_Bacteroidota_Catalinimonas_alkaloidigena	543
GCA_029589435.1_Bacteria_Planctomycetota_Paludisphaera_sp._Pla2	309
GCA_029626155.1_Bacteria_Actinomycetota_Solwaraspora_sp._WMMD1047	488
GCA_029633915.1_Archaea_Halobacteriota_Methanomicrobium_antiquum	18
GCA_029633965.1_Archaea_Halobacteriota_Methanogenium_sp._S4BF	15
GCA_029675005.1_Bacteria_Actinomycetota_Mycolicibacterium_gadium	409
GCA_029845005.1_Bacteria_Pseudomonadota_Sphingobium_yanoikuyae	376
GCA_029846175.1_Bacteria_Actinomycetota_Sphaerisporangium_sp._TRM90804	608
GCA_029846635.1_Bacteria_Pseudomonadota_Pokkaliibacter_sp._MBI-7	344
GCA_029892045.1_Bacteria_Pseudomonadota_Sinorhizobium_numidicum	394
GCA_029892655.1_Bacteria_Actinomycetota_Prescottella_agglutinans	463
GCA_029909845.1_Bacteria_Pseudomonadota_Beijerinckia_sp._GAS462	392
GCA_029953635.1_Bacteria_Cyanobacteriota_Halotia_branconii_CENA392	542
GCA_030014955.1_Bacteria_Bacillota_Cohnella_sp._F6_2S_P_1	535
GCA_030068605.1_Bacteria_Bacteroidota_Cytophagaceae_bacterium_BD1B2-1	544
GCA_030144325.1_Bacteria_Pseudomonadota_Bosea_vestrisii	438
GCA_030250195.1_Archaea_Halobacteriota_Halobacterium_salinarum	13
GCA_030273315.1_Archaea_Halobacteriota_Natrialbaceae_archaeon_AArc-T1-2	12
GCA_030283145.1_Bacteria_Actinomycetota_Actinomadura_xylanilytica	516
GCA_030381805.1_Bacteria_Cyanobacteriota_Chlorogloeopsis_sp._ULAP01	529
GCA_030398385.1_Bacteria_Pseudomonadota_Aquibium_sp._ELW1220	354
GCA_030442055.1_Bacteria_Bacteroidota_Fulvivirgaceae_bacterium_BMA12	449
GCA_030503435.1_Bacteria_Bacteroidota_Rhodocytophaga_aerolata	574
GCA_030506325.1_Bacteria_Bacteroidota_Tunicatimonas_pelagia	485
GCA_030655975.1_Archaea_Halobacteriota_Methanocalculus_sp.	6
GCA_030718205.1_Bacteria_Actinomycetota_Nonomuraea_sp._G32	560
GCA_030811375.1_Bacteria_Actinomycetota_Spirilliplanes_yamanashiensis	502
GCA_030811555.1_Bacteria_Actinomycetota_Kineosporia_succinea	520
GCA_030811575.1_Bacteria_Actinomycetota_Catenuloplanes_nepalensis	534
GCA_030814475.1_Bacteria_Pseudomonadota_Pararhizobium_capsulatum_DSM_1112	390
GCA_030814655.1_Bacteria_Pseudomonadota_Labrys_monachus	404
GCA_030814995.1_Bacteria_Pseudomonadota_Labrys_wisconsinensis	621
GCA_030815485.1_Bacteria_Actinomycetota_Streptomyces_rishiriensis	537
GCA_030848565.1_Archaea_Halobacteriota_Natronolimnohabitans_sp._A-GB9	12
GCA_030848585.1_Archaea_Halobacteriota_Halobellus_sp._H-GB7	17
GCA_031085175.1_Bacteria_Actinomycetota_Phytohabitans_sp._ZYX-F-186	503
GCA_035222275.1_Eukaryote_Podospora_bellae-mahoneyi	490
GCA_900070365.1_Bacteria_Actinomycetota_Alloactinosynnema_sp._L-07	511
GCA_900090225.1_Bacteria_Actinomycetota_Micromonospora_eburnea	488
GCA_900090325.1_Bacteria_Actinomycetota_Micromonospora_pallida	491
GCA_900091425.1_Bacteria_Actinomycetota_Micromonospora_krabiensis	491
GCA_900091465.1_Bacteria_Actinomycetota_Micromonospora_rhizosphaerae	489
GCA_900091535.1_Bacteria_Actinomycetota_Micromonospora_carbonacea	190
GCA_900091625.1_Bacteria_Actinomycetota_Micromonospora_peucetia	495
GCA_900100315.1_Bacteria_Actinomycetota_Streptomyces_indicus	509
GCA_900100385.1_Archaea_Halobacteriota_Halovenus_aranensis	13
GCA_900100605.1_Bacteria_Actinomycetota_Sinosporangium_album	534
GCA_900100715.1_Archaea_Halobacteriota_Methanolobus_vulcani	7
GCA_900100875.1_Archaea_Halobacteriota_Halopelagius_longus	19
GCA_900101685.1_Bacteria_Actinomycetota_Actinokineospora_iranica	510
GCA_900102375.1_Archaea_Halobacteriota_Halorubrum_xinjiangense	10
GCA_900102755.1_Bacteria_Actinomycetota_Prauserella_marina	489
GCA_900103365.1_Bacteria_Pseudomonadota_Afipia_sp._GAS231	384
GCA_900103415.1_Archaea_Methanobacteriota_Methanobrevibacter_millerae	3
GCA_900103505.1_Archaea_Halobacteriota_Haloarchaeobius_iranensis	16
GCA_900103715.1_Archaea_Halobacteriota_Halogranum_gelatinilyticum	13
GCA_900103895.1_Bacteria_Pseudomonadota_Rhizobiales_bacterium_GAS113	429
GCA_900104065.1_Archaea_Halobacteriota_Natronobacterium_texcoconense	12
GCA_900104145.1_Bacteria_Pseudomonadota_Pseudovibrio_sp._Tun.PSC04-5.I4	503
GCA_900105125.1_Bacteria_Pseudomonadota_Bradyrhizobium_canariense	374
GCA_900105175.1_Bacteria_Actinomycetota_Jiangella_sp._DSM_45060	499
GCA_900105385.1_Bacteria_Actinomycetota_Microlunatus_soli	535
GCA_900105725.1_Bacteria_Actinomycetota_Gordonia_westfalica	465
GCA_900105925.1_Bacteria_Actinomycetota_Jiangella_alkaliphila	515
GCA_900107045.1_Bacteria_Actinomycetota_Amycolatopsis_xylanica	511
GCA_900107195.1_Archaea_Halobacteriota_Halobellus_clavatus	17
GCA_900107205.1_Archaea_Halobacteriota_Halopenitus_persicus	10
GCA_900107455.1_Bacteria_Actinomycetota_Asanoa_ishikariensis	496
GCA_900107665.1_Archaea_Halobacteriota_Haloplanus_vescus	13
GCA_900108095.1_Archaea_Halobacteriota_Natronorubrum_sediminis	12
GCA_900108175.1_Bacteria_Actinomycetota_Thermomonospora_echinospora	511
GCA_900108505.1_Archaea_Halobacteriota_Halopenitus_malekzadehii	10
GCA_900109595.1_Archaea_Methanobacteriota_Methanobrevibacter_gottschalkii	3
GCA_900109685.1_Bacteria_Bacteroidota_Chitinophaga_rupis	654
GCA_900109695.1_Archaea_Halobacteriota_Haloferax_larsenii	13
GCA_900110205.1_Bacteria_Pseudomonadota_Rhizobium_tibeticum	410
GCA_900110535.1_Archaea_Halobacteriota_Halobacterium_jilantaiense	13
GCA_900110575.1_Bacteria_Actinomycetota_Amycolatopsis_saalfeldensis	515
GCA_900111885.1_Bacteria_Actinomycetota_Amycolatopsis_marina	486
GCA_900112175.1_Archaea_Halobacteriota_Halogeometricum_rufum	17
GCA_900112925.1_Bacteria_Bacillota_Paenibacillus_algorifonticola	380
GCA_900113245.1_Archaea_Halobacteriota_Halopelagius_inordinatus	19
GCA_900113615.1_Archaea_Halobacteriota_Halorubrum_aquaticum	10
GCA_900114035.1_Bacteria_Actinomycetota_Amycolatopsis_sacchari	474
GCA_900114255.1_Bacteria_Pseudomonadota_Mesorhizobium_albiziae	349
GCA_900114435.1_Archaea_Halobacteriota_Halomicrobium_zhouii	17
GCA_900114835.1_Archaea_Halobacteriota_Methanolobus_profundi	7
GCA_900115005.1_Bacteria_Actinomycetota_Pseudonocardia_ammonioxydans	506
GCA_900115785.1_Archaea_Halobacteriota_Halogeometricum_limi	17
GCA_900119165.1_Bacteria_Actinomycetota_Amycolatopsis_australiensis	487
GCA_900129375.1_Bacteria_Actinomycetota_Streptoalloteichus_hindustanus	534
GCA_900142195.1_Bacteria_Pseudomonadota_Paraburkholderia_terricola	481
GCA_900143005.1_Bacteria_Actinomycetota_Cryptosporangium_aurantiacum	521
GCA_900167455.1_Bacteria_Pseudomonadota_Enhydrobacter_aerosaccus	413
GCA_900170035.1_Bacteria_Desulfobacterota_Desulfamplus_magnetovallimortis	356
GCA_900176165.1_Bacteria_Deinococcota_Deinococcus_hopiensis_KR-140	102
GCA_900177295.1_Bacteria_Pseudomonadota_Tistlia_consotensis_USBA_355	368
GCA_900177425.1_Bacteria_Bacillota_Paenibacillus_uliginis_N3_975	424
GCA_900188065.1_Archaea_Halobacteriota_Halorubrum_vacuolatum	9
GCA_900188405.1_Bacteria_Actinomycetota_Actinacidiphila_glaucinigra	540
GCA_900188445.1_Bacteria_Actinomycetota_Actinomadura_meyerae	482
GCA_900197875.1_Bacteria_Actinomycetota_Frankia_canadensis	322
GCA_902860165.1_Bacteria_Pseudomonadota_Achromobacter_insolitus	517
GCA_914271485.1_Bacteria_Pseudomonadota_Cupriavidus_pampae	463
