ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Temperature
16673,MT-96,DSM 13146,1,Desulfacinum hydrothermale,1121390.3,60
,,,,,2585428172,
,,,,,GCA_900176285,
16672,BalphaG1,"DSM 9756, ACM 3991",1,Desulfacinum infernum,1121391.4,60
,,,,,2582580750,
,,,,,GCA_900129305,
11817,MLF,"DSM 6562, NBRC 112758",1,Desulfallas thermosapovorans,1121431.3,50
,,,,,2599185175,
,,,,,GCA_008124625,
140353,NAW-5,"DSM 102911, NBRC 112242",1,Desulfocucumis palustris,2788500037,18-48
,,,,,GCA_002933875,
4069,VNs36,"DSM 17965, JCM 14038, AS As36, AS 36",1,Desulfocurvus vexinensis,1121406.3,20-50
,,,,,2541046937,
,,,,,GCA_000519125,
11822,S1,"DSM 12257, ATCC 700784, VKM B-2192",1,Desulfofalx alkaliphila,1121423.4,50
,,,,,2565956519,
,,,,,GCA_000711975,
11821,AB33,"DSM 11792, ACM 3917, KCTC 15817, JCM 34022",1,Desulfofundulus australicus,1121425.3,65
,,,,,2582580749,
,,,,,GCA_900129285,
11804,17,"DSM 6115, VKM B-1805",1,Desulfofundulus kuznetsovii,2515154209,60
,,,,,760568.4,
,,,,,GCA_000214705,
11824,SLT,"DSM 12396, SMCC W644",1,Desulfofundulus luciae,2926666083,55
11826,TPO,DSM 14055,1,Desulfofundulus thermobenzoicus subsp. thermosyntrophicus,29376.3,55
,,,,,GCA_009428905,
11818,ST90,"DSM 10259, NBRC 112757",1,Desulfofundulus thermocisternus,1121430.3,60
,,,,,2563366724,
,,,,,GCA_000686645,
11830,RL50JIII,"DSM 16057, JCM 13837",1,Desulfofundulus thermosubterraneus,1121432.3,60
,,,,,2585428086,
,,,,,GCA_900142025,
4043,"HR100, HR<SUB>100</SUB>","DSM 5692, JCM 16813, ATCC 49708",1,Desulfohalobium retbaense,485915.1,45-52
,,,,,485915.5,
,,,,,644736349,
,,,,,GCA_000024325,
4159,RT2,"DSM 16529, JCM 12612",1,Desulfohalovibrio alkalitolerans,1121439.3,16-47
,,,,,2571042912,
,,,,,2619619068,
,,,,,GCA_000422245,
24301,SR45,"DSM 26801, NBRC 109411",1,Desulfolucanica intricata,1285191.3,28-58
,,,,,2713896921,
,,,,,GCA_001592105,
130524,TGB60-1,"DSM 29799, JCM 18733, KCTC 4534",1,Desulforadius tongensis,1216062.3,50
,,,,,2898010342,
,,,,,GCA_016907915,
11832,,"DSM 18033, JCM 13992, LAM Lam5, LAM 5",1,Desulforamulus hydrothermalis,1121428.3,40-60
,,,,,1121428.6,55
,,,,,GCA_000315365,
,,,,,GCA_900129895,
132677,Bs107,"DSM 24093, JCM 31387",1,Desulforamulus profundi,GCA_002607855,30-60
,,,,,,60
11823,TH-11,"DSM 12395, SMCC W459, CCUG 55205, ATCC 700427, OCM 459",1,Desulforamulus putei,1121429.4,55
,,,,,2582580748,55-64
,,,,,GCA_900129195,
11790,BSD,"DSM 3669, NBRC 112753",1,Desulfoscipio geothermicus,2602042027,50
,,,,,39060.4,
,,,,,GCA_900115975,
16679,USBA-053,"DSM 22027, KCTC 5670, USBA 53",1,Desulfosoma caldarium,2788499819,50-62
,,,,,610254.3,55
,,,,,GCA_003751385,57
4041,TFISO9,"DSM 17375, JCM 13304",1,Desulfothermus okinawensis,1293588.5,35-60
,,,,,2728369691,50
,,,,,GCA_001311565,55
140524,GSS09,"KCTC 15523, MCCC 1K01254",1,Desulforamulus ferrireducens,1833852.3,30-55
,,,,,GCA_002005145,50
,,,,,,50-55
11792,,"DSM 574, ATCC 19858, ATCC 19998, CIP 111238, NCIMB 8395, WDCM 00081, Delft 74",1,Desulfotomaculum nigrificans,2507262026,55
,,,,,696369.3,
,,,,,GCA_000189755,
11828,CO-1-SRB,"DSM 14880, VKM B-2319",0,Desulfotomaculum nigrificans,2505679104,30-68
,,,,,GCA_000214435,55
11831,RE35E1,"DSM 16058, JCM 14019",1,Desulfotruncus alcoholivorax,1121422.3,33-51
,,,,,2524023147,50
,,,,,GCA_000430885,
11829,15,"DSM 17038, JCM 12923",1,Desulfotruncus arcticus,1121424.3,26-46.5
,,,,,2599185230,
,,,,,GCA_900113335,
4167,"JS, JS1","DSM 19430, JCM 14597, KCTC 5573",1,Desulfovibrio psychrotolerans,415242.3,Oct-50
,,,,,GCA_013340305,
16849,RL80JIV,"DSM 16036, JCM 13928",1,Desulfovirgula thermocuniculi,1121468.4,61-80
,,,,,2524023160,69-72
,,,,,GCA_000429345,70
4179,A63,"DSM 5264, ATCC 51451",1,Desulfurella acetivorans,2512564091,55
,,,,,694431.14,
,,,,,694431.3,
132457,TR1,"DSM 29984, JCM 30680",1,Desulfurella amilsii,GCA_002119425,20-52
,,,,,,50
4180,RH-8,DSM 8415,1,Desulfurella multipotens,2599185176,55
,,,,,79269.3,
,,,,,GCA_900101285,
11840,RA50E1,"DSM 16022, JCM 14018",1,Desulfurispora thermophila,1121472.3,40-67
,,,,,2515154092,50
,,,,,GCA_000376385,60
17643,SL22,"DSM 15668, JCM 12129",1,Desulfurobacterium atlanticum,240169.3,70
,,,,,2724679920,
,,,,,GCA_900188395,
140298,K6013,"DSM 101677, MCCC 1A01868",1,Desulfurobacterium indicum,2832468384,40-75
,,,,,GCA_001968985,65
17644,SL17,"DSM 15522, JCM 12127",1,Desulfurobacterium pacificum,2724679812,75
17641,BSA,DSM 11699,1,Desulfurobacterium thermolithotrophum,649633039,70
,,,,,868864.3,
,,,,,GCA_000191045,
160479,HR11,DSM 100454,0,Desulfurobacterium thermolithotrophum,2890528774,70
,,,,,GCA_010588305,
132728,,"DSM 3822, JCM 9188",1,Desulfurococcus amylolyticus,2516143104,90
4199,Z-1312,"DSM 16532, JCM 13383, VKM V-2316",0,Desulfurococcus amylolyticus,2513020047,63-89
,,,,,768672.7,80
,,,,,GCA_000231015,82
4200,1221n,"DSM 18924, JCM 16383, VKM B-2413",0,Desulfurococcus amylolyticus,GCA_000020905,65-87
,,,,,,82
,,,,,,85
4198,O7/1,"DSM 2162, ATCC 35584, JCM 9187",1,Desulfurococcus mucosus,649633040,85
,,,,,765177.25,
,,,,,GCA_000186365,
4197,Hvv 3/9,"DSM 2161, ATCC 35582, JCM 9186",0,Desulfurococcus mucosus,2513237118,85
,,,,,675631.5,
,,,,,GCA_001006085,
4239,H-6-12,"DSM 3960, ATCC 35947",1,Dictyoglomus thermophilum,309799.4,51
,,,,,643348542,70
,,,,,GCA_000020965,73-78
,,,,,,80
4240,Z-1310,DSM 6724,1,Dictyoglomus turgidum,515635.4,72
,,,,,643348543,75
,,,,,GCA_000021645,80
23455,S69,"DSM 25762, VKM B-2760",1,Dissulfuribacter thermophilus,1156395.6,28-70
,,,,,2724679641,60
,,,,,GCA_001687335,61
140917,Sh68,"JCM 19990, VKM B-2854",1,Dissulfurimicrobium hydrothermale,GCA_022026155,30-65
,,,,,,50
,,,,,,50-52
132569,SH388,"DSM 100025, VKM B-2960",1,Dissulfurirhabdus thermomarina,1765737.4,25-58
,,,,,GCA_010499435,50
,,,,,GCA_012979235,
140501,JL3085,"NBRC 111782, CGMCC 1.15407",1,Echinicola rosea,1807691.4,Apr-50
,,,,,2836705604,
,,,,,GCA_005281475,
,,,,,GCA_014642715,
434,MP4,"DSM 22757, CIP 109385, NCIMB 14276",1,Effusibacillus pohliae,1120973.4,42-60
,,,,,2518645625,55
,,,,,GCA_000376225,
17879,"DQ417339, TU-7","DSM 17972, CIP 109115",1,Elioraea tepidiphila,1121861.3,45-50
,,,,,2519899683,47.5
,,,,,GCA_000378465,50
167902,,"KCTC 62323, YIM 72297, CCTCC AB 2017169",1,Elioraea thermophila,2185104.3,45-60
,,,,,GCA_003336755,55
,,,,,QMDI00000000,
166451,"GDMCC1.1427, 90028","CCTCC AB 2018173, CNCTC 7649",1,Enterobacter chuandaensis,GCA_003594915,45-50
166452,"GDMCC1.1426, 90008","CCTCC AB 2018174, CNCTC 7648",1,Enterobacter huaxiensis,GCA_003594935,42-50
4384,R18-2,"DSM 26271, CGMCC 1.10322, LMG 25706",1,Enterobacter mori,2547132296,50-70
,,,,,980518.3,65
,,,,,GCA_000211415,
170910,E13,"DSM 110788, LMG 31764",1,Enterobacter vonholyi,GCA_008364555,Aug-46
,,,,,VTUC00000000,
23549,PB3-7B,"DSM 25520, NCAIM B 02512",1,Eoetvoesiella caeni,2770939557,35-70
,,,,,645616.3,55
,,,,,645616.4,
,,,,,GCA_003315175,
,,,,,GCA_013416545,
,,,,,GCA_022688825,
5393,ALC-2,"DSM 12079, CIP 108282, ATCC BAA-386",1,Erythrobacter cryptus,1122970.3,50
,,,,,2523231068,55
,,,,,GCA_000422985,
1132,"PN 102, VP 395","DSM 8720, ATCC 700162, CIP 105301",1,Evansella clarkii,2898074128,55
,,,,,79879.3,
,,,,,GCA_002019695,
1111,"JaH, Ja H","DSM 9768, ATCC 700130, CIP 105292",1,Evansella vedderi,2926552592,55
18119,10c,"DSM 17289, CCUG 50949, CNCM I-2962",1,Exiguobacterium profundum,GCA_025234635,Dec-49
131261,S4,"DSM 100911, CGMCC 1.10977, JCM 17803",1,Extensimonas vulgaris,1031594.3,15-50
,,,,,1031594.4,48
,,,,,2596583579,
,,,,,2770939495,
,,,,,GCA_003337425,
,,,,,GCA_007830535,
,,,,,GCA_007996985,
141117,A4,"KCTC 42507, CGMCC 1.15111",1,Roseivirga thermotolerans,1758176.3,25-50
,,,,,GCA_014653175,
167635,,"KCTC 52109, YIM 102668, CCTCC AB 2016016",1,Faecalibacter macacae,2479857.3,Oct-50
,,,,,GCA_003687725,
,,,,,RDOJ00000000,
109,Y005,"DSM 19514, ATCC BAA-1645",1,Ferrithrix thermotolerans,1121881.1,50
,,,,,1121881.11,
,,,,,1121881.12,
,,,,,1121881.13,
,,,,,1121881.14,
,,,,,1121881.15,
,,,,,1121881.16,
,,,,,1121881.17,
,,,,,1121881.18,
,,,,,1121881.19,
18101,AEDII12DO,DSM 10642,1,Ferroglobus placidus,589924.11,85
,,,,,646564534,
,,,,,GCA_000025505,
23861,AeB,"DSM 25808, JCM 15555, KCTC 5667",1,Fervidicella metallireducens,1403537.3,37-55
,,,,,2588253772,50
,,,,,GCA_000601455,
17820,Kam940,"DSM 19380, JCM 18336, VKM B-2539",1,Fervidicoccus fontis,1163730.6,55-85
,,,,,2513237177,65-70
,,,,,GCA_000258425,80
16698,Y170,"DSM 21121, JCM 15106, KCTC 5610",1,Fervidicola ferrireducens,GCA_001562425,55-80
,,,,,,70
17038,CBS-1,"DSM 17883, JCM 13353",1,Fervidobacterium changbaicum,2619619036,55-90
,,,,,2848342349,75
,,,,,310769.5,75-80
,,,,,GCA_004117075,
,,,,,GCA_900100515,
17036,AB39,"DSM 13020, ACM 5017",1,Fervidobacterium gondwanense,1121883.3,65
,,,,,2582580731,
,,,,,GCA_900143265,
17033,Rt17-B1,"DSM 5306, ATCC 35602",1,Fervidobacterium nodosum,381764.8,47
,,,,,640753026,70
,,,,,GCA_000017545,85
17035,Ven5,DSM 9078,1,Fervidobacterium pennivorans,2507149014,65
,,,,,771875.3,
,,,,,GCA_000235405,
133268,FC2004,"JCM 18757, ATCC BAA-2483, ATCC AA-2483",1,Fervidobacterium thailandense,1008305.3,60.0-88.0
,,,,,2881251750,80
,,,,,GCA_001719065,
1205,"V2-BIII-A2, V<SUB>2</SUB>-BIII-A<SUB>2</SUB>","DSM 14730, CCM 4982, CIP 108015",1,Fictibacillus barbaricus,182136.3,55
,,,,,182136.4,
,,,,,GCA_014635025,
,,,,,GCA_017052555,
1218,R-13853,"DSM 15865, LMG 21880",1,Fictibacillus gelatini,1121091.3,50
,,,,,2523533616,
,,,,,GCA_000430745,
1285,YC1,"DSM 25243, CGMCC 1.6854, KCTC 13181, JCM 14863, BCRC 80435",1,Fictibacillus solisalsi,2619618871,15-53
,,,,,459525.17,
,,,,,GCA_900103485,
1326,SH 714,"DSM 13259, ATCC 700960, JCM 12288, CIP 107088",1,Filobacillus milosensis,2887134966,55
,,,,,GCA_004402015,
140383,JM-222,"DSM 100397, CCM 8610, LMG 28821, CIP 111493, CIP 110906",1,Flavobacterium gossypii,1646119.3,50
,,,,,2830104207,
,,,,,GCA_014138495,
24019,G-21,"DSM 19814, BKM 1325, CCM 3496, CCUG 22402, NCTC 11526, VKM 1325",1,Flavobacterium thermophilum,1414643.3,42-56
,,,,,2831987924,
,,,,,GCA_900450595,
22969,BELH25,"DSM 24455, JCM 17559",1,Fonticella tunisiensis,1096341.3,45-70
,,,,,2784746797,55
,,,,,GCA_004364155,
23456,HA-01,"DSM 23609, CCUG 59713",1,Fontimonas thermophila,1076937.3,37-60
,,,,,2622736503,47.5
,,,,,GCA_900113085,50
,,,,,,56
140267,AT2,"DSM 100451, CSUR P2014",1,Allofournierella massiliensis,1650663.6,55
,,,,,2788499850,
,,,,,GCA_004345265,
141095,DL503,"LMG 29914, CGMCC 1.15944",1,Franconibacter daqui,2047724.3,Oct-50
,,,,,GCA_014644275,
140312,RP51,"DSM 100235, CCM 8606, LMG 28778",1,Galliscardovia ingluviei,1769422.3,15-49
,,,,,GCA_014635685,
166227,SL3-2-4,"UICC B-83, NRRL B-67478, InaCC A981",1,Gandjariella thermophila,2886563295,30-55
,,,,,GCA_005405885,
5451,,"DSM 15102, CIP 107615, MET 79",1,Garciella nitratireducens,1121911.3,55
,,,,,2568526006,
,,,,,GCA_900167305,
130339,Red1,"DSM 29995, DSM 23483, JCM 15104, JCM 30610, DSM 28483, KCTC 5626",1,Geoalkalibacter subterraneus,2593339207,30-50
,,,,,483547.12,
,,,,,GCA_000827125,
130203,G1w1,"DSM 28325, VKM B-2853",1,Geobacillus icigianus,2751185842,55
,,,,,GCA_000750005,
1437,"BD 53, T 281, NRS-81","DSM 7263, ATCC 8005, NCIMB 8547, NRRL NRS-81, CCUG 28890, CIP 106929, LMG 9819, NCCB 30003, JCM 20319, BCRC 11223, IAM 11001, NBRC 102445",1,Geobacillus kaustophilus,1220595.3,37.0-75.0
,,,,,1220595.8,45-55
,,,,,2600255052,55
,,,,,2843255297,55.0-65.0
,,,,,GCA_000739955,56
,,,,,GCA_005160065,
161281,,JCM 12893,0,Geobacillus kaustophilus,GCA_000009785,60
1450,N-3,DSM 15325,1,Geobacillus lituanicus,2758568037,55
,,,,,GCA_002243605,55
,,,,,,55.0-60.0
,,,,,,70
137035,TD1,"CIP 110046, DSM 22570",0,Aeribacillus pallidus,33936.2,55
,,,,,GCA_004210355,
166233,1017,"VKM B-3132, KCTC 33986",1,Geobacillus proteiniphilus,2858576625,40-68
,,,,,GCA_001908025,60-65
131725,"12 AMOR 1, 12AMOR1","DSM 100439, JCM 30829",0,Geobacillus sp.,1629723.3,55
,,,,,1629723.9,60
,,,,,2627853986,
,,,,,GCA_001028085,
162571,,"JCM 19604, NBRC 109937",0,Geobacillus sp.,GCA_000445995,50
1419,"R-35646, 26","DSM 22, ATCC 12980, CCM 2062, CCUG 26241, IAM 11062, LMG 6939, NBRC 12550, NCIMB 8923, NCTC 10339, VKM B-2231, IFO 12550, NCA 26, JCM 2501, BCRC 11092, CIP 66.23, KCTC 1665, KCTC 1752, NCFB 1768, NRRL B-1172, VKM B-510, VTT E-81128, UCCCB118, NCDO 1768",1,Geobacillus stearothermophilus,1366047.4,40.0-60.0
,,,,,2654587565,45-55
,,,,,GCA_001277805,55
,,,,,,55-65
,,,,,,60
,,,,,,60.0-70.0
,,,,,,75
1413,"R-32765, S 65-67",DSM 458,0,Geobacillus stearothermophilus,1422.37,55
,,,,,2842059332,
,,,,,GCA_002300135,
1420,"N.R. Smith T17, 1518","DSM 5934, ATCC 7953, NCA 1518, NCIB 8157, NCTC 10007, JCM 9488, BCRC 10285, CCUG 621, CIP 52.81, IAM 11002, IFO 13737, LMG 13578, NBRC 13737, NCFB 733, NCIMB 8157, NCIMB 8925, VKM B-715, NCDO 733",0,Geobacillus stearothermophilus,2609459972,45-55
,,,,,937593.4,55
,,,,,GCA_000705495,
1444,10,"DSM 13240, CIP 106956",0,Geobacillus stearothermophilus,272567.18,45-55
,,,,,272567.8,55
164256,,JCM 32406,0,Geobacillus thermodenitrificans,GCA_003061505,60
1458,F84b,"DSM 22629, NCIMB 14582",1,Geobacillus thermodenitrificans subsp. calidus,2829860437,60
1424,"L 2-65, R-35647","DSM 465, ATCC 29492, BGSC 94A1, LMG 17532",1,Geobacillus thermodenitrificans subsp. thermodenitrificans,1413215.3,60
,,,,,2554235472,
,,,,,GCA_000496575,
159838,AYN2,"MTCC 12749, KCTC 33950, JCM 32596, MTCC 12769",1,Parageobacillus yumthangensis,2791355095,40-70
,,,,,GCA_002494375,60
,,,,,,80
1454,T1,"DSM 18318, NBRC 101842",1,Geobacillus zalihae,1220596.5,55
,,,,,2731957561,
,,,,,GCA_001544135,
18102,SBH6,"DSM 21716, VKM B-2522",1,Geoglobus acetivorans,2634166507,80
,,,,,565033.4,
,,,,,GCA_015163485,
24779,234,"DSM 27542, ATCC BAA-425",1,Geoglobus ahangari,2808606696,85
,,,,,GCA_001006045,
2867,VNs68,"DSM 17957, JCM 14037, CIP 109751",1,Geosporobacter subterraneus,1121919.3,22-55
,,,,,2585428170,
,,,,,GCA_900142145,
5790,SSO15,"DSM 15274, ATCC BAA-635, JCM 12418",1,Geothermobacter ehrlichii,2784746791,50
,,,,,,55
133133,HKU50,"CCOS 955, CIP 111027, NBRC 111234, NCCP 16210, JCM 31934, NCTC 13704",1,Gordonia hongkongensis,GCA_023078355,20-48
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,Gottfriedia luciferensis,178774.9,55
,,,,,2916864039,
,,,,,GCA_002156865,
1459,DD1,"DSM 11125, NCFB 3027, CIP 105095",1,Gracilibacillus dipsosauri,GCA_003176895,55
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,Gracilibacillus halophilus,1308866.3,28.0-60.0
,,,,,2545824697,45.0-50.0
,,,,,GCA_000359605,
1460,NN,"DSM 11805, JCM 10718, ATCC 700849",1,Gracilibacillus halotolerans,2829726240,47
,,,,,74386.3,6.0-50.0
,,,,,GCA_014206945,
1468,K170,"DSM 23178, CGMCC 1.10681",1,Gracilibacillus kekensis,1027249.3,4.0-50.0
,,,,,2667528169,
,,,,,GCA_900143085,
1464,BH312,"DSM 19029, KCTC 13129",1,Gracilibacillus lacisalsi,1121929.3,15.0-50.0
,,,,,2519103189,
,,,,,GCA_000377765,
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,Gracilibacillus thailandensis,GCA_009659515,15.0-55.0
,,,,,GCA_010994055,
14324,H1,"DSM 7334, ATCC 51460",1,Gracilinema caldarium,2505679006,48-52
,,,,,744872.3,50
,,,,,GCA_000219725,60
5972,D43,"DSM 19505, JCM 15962, KCTC 4055",1,Haladaptatus cibarius,1455608.3,15-50
,,,,,2582580505,
,,,,,GCA_000710615,
133566,ROI-28,"CGMCC 1.7737, JCM 15771",1,Haladaptatus litoreus,2681812914,25-55
,,,,,553468.4,
,,,,,GCA_900156425,
163852,AArc-Sl,"JCM 30664, UNIQEM U999",1,Halalkaliarchaeum desulfuricum,GCA_002952775,50
1252,AM31D,"DSM 18225, IAM 15000, JCM 11691, NCIMB 13904, CIP 108137, NBRC 102362",1,Halalkalibacter krulwichiae,1220588.3,55
,,,,,2731957674,
,,,,,2773857802,
,,,,,GCA_001591945,
,,,,,GCA_002109385,
132157,SW109,"DSM 100579, CGMCC 1.12347",1,Halalkalibacter oceani,2926558313,Apr-50
1112,"PN 80, B-3881","DSM 497, ATCC 27557, NRRL B-3881, CIP 105296",1,Halalkalibacterium halodurans,86665.8,22-55
,,,,,GCA_004376175,
1199,"No. 44, 44","DSM 13666, CIP 107631, JCM 10945, GTC 854, KCTC 3795",0,Halalkalibacterium halodurans,136160.3,22-55
,,,,,2648501690,
,,,,,GCA_001274915,
140834,HSR2,"JCM 30661, UNIQEM U935",1,Halanaeroarchaeum sulfurireducens,GCA_001011115,46
5982,CEJFG43,"DSM 23230, JCM 16696",1,Halanaerobacter jeridensis,2901107112,20-60
,,,,,706427.3,
,,,,,GCA_016908315,
134070,MH1-136-2,"JCM 16331, CECT 7573",1,Halarchaeum nitratireducens,489913.3,18-55
,,,,,GCA_014647155,
24088,MH1-16-3,"DSM 22443, CECT 7535, JCM 16108",1,Halarchaeum rubridurum,2913406730,20-50
,,,,,489911.3,
,,,,,GCA_014647115,
,,,,,GCA_017873775,
24086,RS94,"DSM 26612, VKPM B-11282",1,Halarchaeum solikamskense,2913477690,35-50
,,,,,GCA_017874695,
133728,EB21,"IBRC-M 10013, KCTC 4048",1,Haloarchaeobius iranensis,996166.4,25-50
,,,,,GCA_900103505,
162366,SWO25,"JCM 19018, CIP 110583",1,Haloarcula sebkhae,932660.3,25-55
,,,,,GCA_014647415,
1355,FP5,"DSM 18525, ATCC BAA-1361",1,Halobacillus alkaliphilus,2654587900,50
,,,,,GCA_900113125,
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,Halobacillus andaensis,1176239.3,4.0-60.0
,,,,,1176239.4,
,,,,,2913453739,
,,,,,GCA_014636475,
,,,,,GCA_017874135,
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,Halobacillus dabanensis,240302.16,15.0-50.0
,,,,,2617270759,
,,,,,GCA_900114165,
1344,"X78, MA-2, MA-2T","DSM 14948, CIP 108359, LMG 21515",1,Halobacillus karajensis,195088.4,10.0-49.0
,,,,,2651870103,
,,,,,GCA_900108515,
1349,"JS-Hb7, IS-Hb7","DSM 18393, JCM 14155, CIP 109650",1,Halobacillus kuroshimensis,1121938.3,9.0-48.0
,,,,,2523533634,
,,,,,GCA_000425705,
1343,SL-4,"DSM 10405, CIP 104798",1,Halobacillus litoralis,GCA_009856445,55
1351,"HSL-3, SL-3","DSM 18897, CIP 108052, JCM 11546, KCCM 41590, CGMCC 1.3705, KCTC 3842",1,Halobacillus salinus,2894530364,>46.0
,,,,,GCA_004684905,
1342,SL-5,"DSM 10404, CIP 104797",1,Halobacillus trueperi,156205.9,55
1346,MSS-402,"DSM 17110, KCTC 3957, JCM 12929",1,Halobacillus yeomjeoni,2755037.3,48
,,,,,GCA_015905325,49
141038,ZS-54-S2,"CGMCC 1.12562, JCM 30038",1,Halobacterium litoreum,GCA_021233415,20-50
133787,MGY-184,"JCM 17821, KCTC 4100, NBRC 109044",1,Halobaculum magnesiiphilum,1017351.3,25-55
,,,,,1017351.4,
,,,,,1017351.5,
,,,,,GCA_019823105,
133385,D90,"CGMCC 1.15501, JCM 31273",1,Halobaculum roseum,2175149.3,25-50
,,,,,2175149.4,
,,,,,2175149.5,
,,,,,GCA_019880245,
166103,ZY21,"CGMCC 1.16343, NBRC 113439",1,Halobellus captivus,GCA_007655485,20-55
134047,YC20,"CGMCC 1.12120, JCM 18361",1,Halobellus inordinatus,GCA_024464655,20-50
133720,TBN53,"CGMCC 1.10331, JCM 16811",1,Halobellus limi,2619618869,25-55
,,,,,2914819717,
,,,,,699433.4,
,,,,,699433.8,
,,,,,GCA_004799685,
,,,,,GCA_900108165,
164159,HArcel1,"JCM 31941, UNIQEM U975",1,Halococcoides cellulosivorans,GCA_003058365,25-50
24077,ZJ206,"DSM 27190, CGMCC 1.5347, JCM 13917",1,Haloferax larsenii,1227460.3,25-55
,,,,,2554235500,
,,,,,GCA_000336955,
24081,PA12,"DSM 27191, ATCC BAA-1512, JCM 14792, UNSW 104200, CGMCC 1.8488",1,Haloferax mucosum,2508501020,23-55
,,,,,2529293244,47.5
,,,,,GCA_000337815,
133594,RO1-6,"CGMCC 1.8711, JCM 16054",1,Halogeometricum limi,2617270895,20-50
,,,,,555875.3,
,,,,,GCA_900115785,
133607,RO1-4,"CGMCC 1.7736, JCM 15770",1,Halogeometricum rufum,2617270920,25-55
,,,,,553469.3,
,,,,,GCA_900112175,
133561,RO2-11,"CGMCC 1.7738, JCM 15772",1,Halogranum rubrum,2619618990,20-50
,,,,,553466.4,
,,,,,GCA_900114455,
133995,BNERC31,"JCM 17820, CECT 7537",1,Haloarcula pellucida,1427151.3,25-55
,,,,,GCA_014647235,
,,,,,GCA_019599515,
5875,AL-5,"DSM 19301, CECT 7257",1,Halomicrobium mukohataei,1069082.6,35-50
,,,,,2516653073,
,,,,,GCA_000379085,
133717,TBN51,"CGMCC 1.10457, JCM 17095",1,Halomicrobium zhouii,2667527389,20-55
,,,,,767519.3,
,,,,,GCA_900114435,
167389,"H22, NRRC 113 231","CGMCC 1.16291, NBRC 113231",1,Halomicrococcus hydrotolerans,GCA_003298465,20-55
,,,,,QNGA00000000,
6058,,"DSM 23549, CGMCC 1.6494, JCM 14607, LMG 23978, AJ 282, CIP 109669",1,Halomonas arcis,2617270787,4.0-48
,,,,,416873.6,
,,,,,GCA_900103865,
6069,,"DSM 23509, CGMCC 1.6773, JCM 14802, AJ 261",1,Halomonas caseinilytica,2617270935,Apr-48
,,,,,2773858001,
,,,,,438744.6,
,,,,,GCA_001662305,
,,,,,GCA_900109905,
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,Halomonas desiderata,2617270887,Oct-50
,,,,,419596.3,
,,,,,GCA_900108215,
6049,M29,"DSM 18045, CIP 109894, KCTC 12665",1,Halomonas denitrificans,370769.4,May-50
,,,,,GCA_003056305,
6057,,"DSM 23548, CGMCC 1.6493, JCM 14606, LMG 23976, AJ 275, CIP 109670",1,Halomonas saccharevitans,2617270933,4.0-48
,,,,,416872.17,
,,,,,GCA_900116405,
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,Halomonas saliphila,2844988376,Oct-52
,,,,,GCA_002930105,
166135,,"MTCC 12313, LMG 30344, SBS 10",1,Halomonas sambharensis,GCA_003973725,15-60
6059,ZG16,"DSM 23550, CGMCC 1.6495, JCM 14608, LMG 23977, CIP 109673",1,Halomonas subterranea,2617270764,4.0-48
,,,,,416874.6,
,,,,,GCA_900111305,
6042,Al12,"DSM 15911, CECT 5797, CIP 108433",1,Halomonas ventosae,229007.12,15-50
,,,,,2770939578,
,,,,,GCA_004363555,
166473,F13-13,"CECT 9386, IBRC-M 11204",1,Halonotius aquaticus,GCA_003605575,28-50
140835,,"CGMCC 1.14998, JCM 30891, Dys DYS4",1,Haloparvum sedimenti,GCA_001462205,25-50
133592,RO5-2,"CGMCC 1.7739, JCM 15773",1,Halopelagius inordinatus,2617270917,20-50
,,,,,553467.4,
,,,,,GCA_900113245,
134022,BC12-B1,"CGMCC 1.12397, JCM 18758",1,Halopelagius longus,1236180.3,20-55
,,,,,2671180169,48
,,,,,GCA_003351065,
,,,,,GCA_900100875,
133781,DC30,"IBRC 10041, KCTC 4046",1,Halopenitus persicus,1048396.9,25-50
,,,,,2654587885,
,,,,,GCA_900107205,
5974,"56, 98-618","DSM 13151, JCM 11628",1,Halopiger aswanensis,148449.3,40-55
,,,,,2636416066,
,,,,,GCA_003610195,
131570,IIH3,"DSM 27562, CSUR P3036",1,Halopiger goleimassiliensis,GCA_000455345,50
24085,KCY07-B2,"DSM 26231, CGMCC 1.12284, JCM 18547",1,Natrinema salifodinae,1202768.6,25-50
,,,,,2645727804,
,,,,,2671180170,
,,,,,GCA_000784335,
,,,,,GCA_900110455,
5876,RE-101,"DSM 17983, JCM 14081, CGMCC 1.8972",1,Haloplanus natans,2517287030,37-52
,,,,,926690.3,
,,,,,GCA_000427685,
159759,MBLA0036,"KCTC 4239, JCM 31425",1,Haloplanus salinarum,GCA_009762275,15-55
163805,CBA1112,"JCM 30475, KCCM 43224",1,Haloplanus rubicundus,CP031147,25-50
,,,,,CP031148,
,,,,,CP031149,
,,,,,GCA_003342675,
